Datum,Warengruppe,Umsatz
2012-10-16,1,211.755472261857
2012-10-17,1,151.165604689797
2012-10-18,1,177.217345442563
2012-10-19,1,192.694469434848
2012-10-20,1,130.039178173619
2012-10-21,1,193.626549984754
2012-10-22,1,181.159621478092
2012-10-23,1,174.055084902825
2012-10-24,1,188.18801044626
2012-10-25,1,161.339502072916
2012-10-26,1,234.065424557807
2012-10-27,1,179.363915257308
2012-10-28,1,174.91056816403
2012-10-29,1,185.183964702794
2012-10-30,1,181.400322008027
2012-10-31,1,215.270795531993
2012-11-01,1,197.889693273108
2012-11-02,1,203.478598588932
2012-11-03,1,166.071382240726
2012-11-04,1,187.420081972907
2012-11-05,1,174.989977935294
2012-11-06,1,178.526083172224
2012-11-07,1,184.671727374628
2012-11-08,1,199.216091217652
2012-11-09,1,173.473124952318
2012-11-10,1,185.619806214408
2012-11-11,1,204.193772280584
2012-11-12,1,171.645250532261
2012-11-13,1,133.420752526361
2012-11-14,1,201.005916958917
2012-11-15,1,178.439304010873
2012-11-16,1,218.317885009766
2012-11-17,1,143.003014007458
2012-11-18,1,225.315217748929
2012-11-19,1,181.662887190051
2012-11-20,1,208.846606210592
2012-11-21,1,188.599296543017
2012-11-22,1,171.716230771385
2012-11-23,1,176.438005492089
2012-11-24,1,155.442919490122
2012-11-25,1,193.779598612016
2012-11-26,1,197.027354155249
2012-11-27,1,174.844292618207
2012-11-28,1,199.225733171001
2012-11-29,1,177.250902537235
2012-11-30,1,185.737368629257
2012-12-01,1,142.259716840445
2012-12-02,1,179.239417675952
2012-12-03,1,163.903488648024
2012-12-04,1,170.56531807697
2012-12-05,1,214.102320820501
2012-12-06,1,169.19320474943
2012-12-07,1,184.427004620293
2012-12-08,1,102.135336193259
2012-12-09,1,211.87085195592
2012-12-10,1,162.566368552751
2012-12-11,1,153.834114980649
2012-12-12,1,159.152881343259
2012-12-13,1,149.001716263761
2012-12-14,1,182.24806450728
2012-12-15,1,139.38851717638
2012-12-16,1,189.471011974717
2012-12-17,1,144.06997417911
2012-12-18,1,182.515844946636
2012-12-19,1,171.828385831283
2012-12-20,1,192.262811894867
2012-12-21,1,188.654367979157
2012-12-22,1,109.152393901947
2012-12-23,1,262.846324641794
2012-12-24,1,304.614495323318
2012-12-27,1,208.114524530617
2012-12-29,1,193.501475487381
2012-12-30,1,215.277450536366
2012-12-31,1,296.315625558956
2013-01-02,1,239.649602820265
2013-01-03,1,177.309591202342
2013-01-04,1,201.098540279393
2013-01-05,1,123.042843179495
2013-01-06,1,229.256566597185
2013-01-07,1,205.443763426004
2013-01-08,1,170.122737289777
2013-01-09,1,168.806769295255
2013-01-10,1,215.757377522636
2013-01-11,1,193.157039429616
2013-01-12,1,169.07383471073
2013-01-13,1,176.179350491214
2013-01-14,1,225.658227504524
2013-01-15,1,196.66854921973
2013-01-16,1,186.354449865594
2013-01-17,1,188.109111945252
2013-01-18,1,164.250837621388
2013-01-19,1,145.613241133278
2013-01-20,1,153.085448291698
2013-01-21,1,186.26871770952
2013-01-22,1,185.573203444603
2013-01-23,1,210.597161773544
2013-01-24,1,173.543755720962
2013-01-25,1,211.71916874579
2013-01-26,1,119.084054258928
2013-01-27,1,242.59061685222
2013-01-28,1,147.378546816605
2013-01-29,1,157.273862089432
2013-01-30,1,196.274106099765
2013-01-31,1,221.190069987997
2013-02-01,1,169.134266559647
2013-02-02,1,138.930433868015
2013-02-03,1,236.748584607016
2013-02-04,1,175.805976285672
2013-02-05,1,177.506407211666
2013-02-06,1,160.275453470525
2013-02-07,1,185.728892199149
2013-02-08,1,196.405937686842
2013-02-09,1,123.313812006274
2013-02-10,1,236.007058304641
2013-02-11,1,167.897673731491
2013-02-12,1,237.320170155552
2013-02-13,1,193.939046941492
2013-02-14,1,208.967351597027
2013-02-15,1,238.953402994591
2013-02-16,1,143.91194709904
2013-02-17,1,205.739599476316
2013-02-18,1,185.506392288761
2013-02-19,1,200.773571395003
2013-02-20,1,199.653167443911
2013-02-21,1,240.635269191669
2013-02-22,1,215.354944366076
2013-02-23,1,155.182713377297
2013-02-24,1,208.144872574703
2013-02-25,1,177.826732870292
2013-02-26,1,169.623229139589
2013-02-27,1,206.041050708832
2013-02-28,1,192.14923211851
2013-03-01,1,207.744921634137
2013-03-02,1,147.330625816025
2013-03-03,1,170.968690898089
2013-03-04,1,182.068151491229
2013-03-05,1,159.371944724192
2013-03-06,1,182.915031210659
2013-03-07,1,193.182574186881
2013-03-08,1,204.418572805259
2013-03-09,1,171.223034328872
2013-03-10,1,220.928117796066
2013-03-11,1,215.775092723849
2013-03-12,1,148.451605928529
2013-03-13,1,207.430174094023
2013-03-14,1,179.547168635556
2013-03-15,1,198.348404245834
2013-03-16,1,107.45451267091
2013-03-17,1,197.315542822173
2013-03-18,1,161.611173836783
2013-03-19,1,166.202698320803
2013-03-20,1,201.823446407755
2013-03-21,1,161.855291966825
2013-03-22,1,181.860206799187
2013-03-23,1,141.949128278087
2013-03-24,1,244.405986780612
2013-03-25,1,194.653699003229
2013-03-26,1,202.532541412533
2013-03-27,1,296.699826512413
2013-03-28,1,264.900345189662
2013-03-29,1,256.847000746026
2013-03-30,1,144.875649364585
2013-03-31,1,260.684780803049
2013-04-01,1,203.589603668567
2013-04-02,1,211.190758603275
2013-04-03,1,247.287916172448
2013-04-04,1,199.321883070785
2013-04-05,1,258.789062626408
2013-04-06,1,135.399630630963
2013-04-07,1,256.033098295198
2013-04-08,1,182.267594734046
2013-04-09,1,215.286869997615
2013-04-10,1,223.405721381925
2013-04-11,1,209.247266131925
2013-04-12,1,313.445424323169
2013-04-13,1,191.438961996096
2013-04-14,1,200.694364463148
2013-04-15,1,210.699708852233
2013-04-16,1,187.463241846782
2013-04-17,1,333.241214489604
2013-04-19,1,365.046234985411
2013-04-20,1,133.33872992915
2013-04-21,1,146.720872853028
2013-04-22,1,217.000620042445
2013-04-23,1,202.789034914176
2013-04-24,1,212.403628611806
2013-04-25,1,152.339359853179
2013-04-26,1,214.011652488174
2013-04-27,1,132.841222083199
2013-04-28,1,197.533818949994
2013-04-29,1,202.184533457207
2013-04-30,1,255.318801106407
2013-05-02,1,255.860131210242
2013-05-05,1,420.900011118073
2013-05-06,1,206.693867951796
2013-05-07,1,149.832852771934
2013-05-08,1,225.240132239745
2013-05-09,1,151.076655343209
2013-05-10,1,208.424524272536
2013-05-11,1,132.030553823495
2013-05-12,1,191.783985332281
2013-05-13,1,205.70956028503
2013-05-14,1,187.155641665095
2013-05-15,1,215.734677541502
2013-05-16,1,245.542348057824
2013-05-17,1,205.733221231163
2013-05-18,1,153.058070757185
2013-05-19,1,178.880880007225
2013-05-20,1,189.065643586884
2013-05-21,1,203.377642563293
2013-05-22,1,214.114831673534
2013-05-23,1,206.311778377695
2013-05-24,1,195.662160137541
2013-05-25,1,158.811811616421
2013-05-26,1,171.944501411631
2013-05-27,1,187.911088814115
2013-05-28,1,271.359158221983
2013-05-29,1,155.643220483681
2013-05-30,1,224.839565531763
2013-05-31,1,233.767840159526
2013-06-01,1,170.99597075953
2013-06-02,1,233.754286263642
2013-06-03,1,192.551934472783
2013-06-04,1,210.569805133797
2013-06-05,1,265.148929394872
2013-06-06,1,244.583612521282
2013-06-07,1,280.407336587735
2013-06-08,1,175.479189205181
2013-06-09,1,178.764202933538
2013-06-10,1,255.5478976857
2013-06-11,1,216.902326838788
2013-06-12,1,190.954750814167
2013-06-13,1,239.218900027338
2013-06-14,1,269.737343265176
2013-06-15,1,128.17349602647
2013-06-16,1,240.233006668932
2013-06-17,1,209.220589525646
2013-06-18,1,195.534505559743
2013-06-19,1,223.170492124582
2013-06-20,1,244.304340943857
2013-06-21,1,226.433286507892
2013-06-22,1,161.604193076549
2013-06-23,1,191.045429921286
2013-06-24,1,190.101653558563
2013-06-25,1,168.307536517191
2013-06-26,1,194.602896125761
2013-06-27,1,227.43452147473
2013-06-28,1,291.280629485983
2013-06-29,1,164.749434030807
2013-06-30,1,229.440153764525
2013-07-01,1,142.483468316735
2013-07-02,1,192.461066370836
2013-07-03,1,203.096912477647
2013-07-04,1,217.088331454145
2013-07-05,1,210.026396470325
2013-07-06,1,136.533214649271
2013-07-07,1,249.838224706314
2013-07-08,1,171.817394755347
2013-07-09,1,195.570443214342
2013-07-10,1,204.262516139748
2013-07-11,1,241.816574323049
2013-07-12,1,217.190303127586
2013-07-13,1,161.482331598757
2013-07-14,1,227.431489266864
2013-07-15,1,236.240327195741
2013-07-16,1,255.032348109291
2013-07-17,1,229.293279240878
2013-07-18,1,191.966540252919
2013-07-19,1,200.649025433304
2013-07-20,1,172.348294374284
2013-07-21,1,211.122921989616
2013-07-22,1,214.346332142505
2013-07-23,1,218.055843230172
2013-07-24,1,236.289574293459
2013-07-25,1,215.17221493197
2013-07-26,1,252.903637185076
2013-07-27,1,162.472920588439
2013-07-28,1,214.954657545911
2013-07-29,1,209.758558147063
2013-07-30,1,203.237408931489
2013-07-31,1,241.932265818613
2013-08-01,1,231.990591466175
2013-08-02,1,275.56232483986
2013-08-03,1,144.265365256883
2013-08-04,1,268.268562191884
2013-08-05,1,212.090178394083
2013-08-06,1,213.178203082012
2013-08-07,1,230.935891504111
2013-08-08,1,244.673865855028
2013-08-09,1,286.173889395967
2013-08-10,1,167.503656769892
2013-08-11,1,256.15544424203
2013-08-12,1,224.369937237408
2013-08-13,1,210.833073175619
2013-08-14,1,248.884733026642
2013-08-15,1,289.676430351657
2013-08-16,1,299.563004833017
2013-08-18,1,287.74323220239
2013-08-19,1,251.225181199764
2013-08-20,1,248.508761650758
2013-08-21,1,257.080278671052
2013-08-22,1,272.311184077685
2013-08-23,1,281.532009180276
2013-08-24,1,221.804820966764
2013-08-25,1,252.248950674354
2013-08-26,1,203.187984040115
2013-08-27,1,187.280912806086
2013-08-28,1,216.386445978428
2013-08-29,1,195.917374780109
2013-08-30,1,236.444288784609
2013-08-31,1,182.998943210662
2013-09-01,1,270.580282394914
2013-09-02,1,160.714082409575
2013-09-03,1,202.187721302202
2013-09-04,1,191.704834316072
2013-09-05,1,229.273795011197
2013-09-06,1,200.732455210818
2013-09-07,1,129.54867910666
2013-09-08,1,236.348185244039
2013-09-09,1,178.151094820746
2013-09-10,1,228.183581574056
2013-09-11,1,213.311927676482
2013-09-12,1,191.285121663777
2013-09-13,1,201.625811731897
2013-09-14,1,135.515234186569
2013-09-15,1,250.106429020325
2013-09-16,1,172.984738806592
2013-09-17,1,185.70929375183
2013-09-18,1,260.937325386968
2013-09-19,1,236.474602063722
2013-09-20,1,263.693879256112
2013-09-21,1,152.239394354617
2013-09-22,1,190.756065430913
2013-09-23,1,197.563869513759
2013-09-24,1,209.308532793843
2013-09-25,1,194.720424155976
2013-09-26,1,201.809288121715
2013-09-27,1,219.528372469122
2013-09-28,1,137.069510792788
2013-09-29,1,223.149516963286
2013-09-30,1,194.519103696328
2013-10-01,1,231.187939280069
2013-10-02,1,260.960932867214
2013-10-03,1,153.724776326
2013-10-04,1,256.14252250925
2013-10-05,1,170.649676731988
2013-10-06,1,251.314521342351
2013-10-07,1,209.03711351596
2013-10-08,1,201.504522810716
2013-10-09,1,202.850392880241
2013-10-10,1,211.506193413099
2013-10-11,1,242.088001744023
2013-10-12,1,179.763254273072
2013-10-13,1,202.533022133553
2013-10-14,1,235.801086232027
2013-10-15,1,265.536971783005
2013-10-16,1,219.794426728674
2013-10-17,1,202.005683587371
2013-10-18,1,208.422646633676
2013-10-19,1,129.071506353125
2013-10-20,1,221.464451763452
2013-10-21,1,198.746700984177
2013-10-22,1,173.492716096837
2013-10-23,1,234.301046242063
2013-10-24,1,263.170457661315
2013-10-25,1,253.834550329124
2013-10-26,1,198.96872166499
2013-10-27,1,190.703373833832
2013-10-28,1,176.335465889209
2013-10-29,1,189.162845349346
2013-10-30,1,177.116703757553
2013-10-31,1,217.125979892312
2013-11-01,1,204.532438361706
2013-11-02,1,159.532129045108
2013-11-03,1,208.446384491476
2013-11-04,1,175.515783041353
2013-11-05,1,201.811334969366
2013-11-06,1,209.320587487964
2013-11-07,1,193.51036324252
2013-11-08,1,247.080867218126
2013-11-09,1,177.583784370135
2013-11-10,1,192.746225565247
2013-11-11,1,167.050587732539
2013-11-12,1,187.374992462348
2013-11-13,1,220.871210781008
2013-11-14,1,217.493872283971
2013-11-15,1,218.494291513153
2013-11-16,1,131.586585905721
2013-11-17,1,197.200346033989
2013-11-18,1,179.165340451351
2013-11-19,1,169.411912405675
2013-11-20,1,200.042478051687
2013-11-21,1,229.309413056801
2013-11-22,1,163.247159071067
2013-11-23,1,158.741796675601
2013-11-24,1,225.583892569241
2013-11-25,1,177.234894465507
2013-11-26,1,158.244791481757
2013-11-27,1,172.192200377235
2013-11-28,1,163.334670524889
2013-11-29,1,190.038154096724
2013-11-30,1,138.152788569522
2013-12-01,1,181.817484996902
2013-12-02,1,208.374669371663
2013-12-03,1,196.495927208191
2013-12-04,1,205.524503486458
2013-12-05,1,159.461786835684
2013-12-06,1,214.931203102796
2013-12-07,1,132.714440568184
2013-12-08,1,186.76847029166
2013-12-09,1,176.686074489781
2013-12-10,1,162.503078109568
2013-12-11,1,173.394622522337
2013-12-12,1,183.281688677206
2013-12-13,1,166.045445866419
2013-12-14,1,153.802072139605
2013-12-15,1,161.146344403989
2013-12-16,1,188.406908797622
2013-12-17,1,151.875381017093
2013-12-18,1,216.356021286278
2013-12-19,1,186.009687912528
2013-12-20,1,163.190254219888
2013-12-21,1,129.887620131148
2013-12-22,1,238.579313375841
2013-12-23,1,263.653488063834
2013-12-24,1,357.48498764397
2013-12-27,1,188.958864185483
2013-12-28,1,124.884776467917
2013-12-29,1,204.143905636304
2013-12-30,1,247.168669940741
2013-12-31,1,331.826175367734
2014-01-02,1,239.258141216018
2014-01-03,1,191.398344170652
2014-01-04,1,126.802407370688
2014-01-05,1,241.33841814859
2014-01-06,1,184.601195942095
2014-01-07,1,175.893833236144
2014-01-08,1,147.52802477088
2014-01-09,1,151.596278519558
2014-01-10,1,159.629241704238
2014-01-11,1,151.360096963096
2014-01-12,1,197.560787777203
2014-01-13,1,175.678857831095
2014-01-14,1,143.192015191182
2014-01-15,1,175.931796893579
2014-01-16,1,208.46894485684
2014-01-17,1,173.695288570166
2014-01-18,1,122.999460785547
2014-01-19,1,201.784404507033
2014-01-20,1,179.258628928762
2014-01-21,1,157.877056232872
2014-01-22,1,187.487269786586
2014-01-23,1,217.59344008963
2014-01-24,1,192.818435037613
2014-01-25,1,166.87339714742
2014-01-26,1,230.158714466383
2014-01-27,1,204.199428098698
2014-01-28,1,192.026901318708
2014-01-29,1,217.176738898314
2014-01-30,1,184.680733897319
2014-01-31,1,186.305532543005
2014-02-01,1,151.740412759135
2014-02-02,1,220.869799253351
2014-02-03,1,193.40856915195
2014-02-04,1,182.733504969747
2014-02-05,1,195.140604597084
2014-02-06,1,215.284011614461
2014-02-07,1,215.198960760935
2014-02-08,1,143.560130073126
2014-02-09,1,155.304135037667
2014-02-10,1,160.281835580943
2014-02-11,1,144.911171222257
2014-02-12,1,177.293338744724
2014-02-13,1,179.750778799545
2014-02-14,1,138.707845807921
2014-02-15,1,161.457389985353
2014-02-16,1,176.845935251388
2014-02-17,1,199.821942204019
2014-02-18,1,172.938157770294
2014-02-19,1,209.568426175338
2014-02-20,1,169.992305523769
2014-02-21,1,210.955265272522
2014-02-22,1,147.532486132939
2014-02-23,1,136.000705775094
2014-02-24,1,183.178887684529
2014-02-25,1,183.086042551086
2014-02-26,1,170.209722392613
2014-02-27,1,160.533214150556
2014-02-28,1,158.910035803745
2014-03-01,1,119.137353517678
2014-03-02,1,158.762449269176
2014-03-03,1,177.505697784798
2014-03-04,1,146.733559218489
2014-03-05,1,169.552063193199
2014-03-06,1,182.505444865999
2014-03-07,1,185.645953511316
2014-03-08,1,133.112984097023
2014-03-09,1,209.688244920267
2014-03-10,1,173.685821454569
2014-03-11,1,122.984041341594
2014-03-12,1,194.38270499077
2014-03-13,1,187.719872688924
2014-03-14,1,175.320126057385
2014-03-15,1,125.586139002585
2014-03-16,1,204.595210252571
2014-03-17,1,178.162613945057
2014-03-18,1,199.011299981021
2014-03-19,1,197.902091352709
2014-03-20,1,208.9362829809
2014-03-21,1,181.24354353747
2014-03-22,1,125.37415561966
2014-03-23,1,198.838476691116
2014-03-24,1,188.745718071125
2014-03-25,1,154.329778804286
2014-03-26,1,175.309838730717
2014-03-27,1,183.484305876661
2014-03-28,1,235.47621220808
2014-03-29,1,127.712790270683
2014-03-30,1,166.278732751525
2014-03-31,1,196.934653825383
2014-04-01,1,156.273763368176
2014-04-02,1,337.611960795712
2014-04-04,1,353.447579770607
2014-04-05,1,175.037051052341
2014-04-06,1,128.096569923396
2014-04-07,1,193.479655467654
2014-04-08,1,176.515743097795
2014-04-09,1,207.404890704828
2014-04-10,1,185.259207360207
2014-04-11,1,213.497583408758
2014-04-12,1,86.6324343151081
2014-04-13,1,160.261129470383
2014-04-14,1,169.19050189338
2014-04-15,1,181.024961357399
2014-04-16,1,150.097694444532
2014-04-17,1,185.361958774643
2014-04-18,1,173.403550285509
2014-04-19,1,113.851384179597
2014-04-20,1,192.897109164488
2014-04-21,1,170.600337469104
2014-04-22,1,154.216577767132
2014-04-23,1,183.092151562728
2014-04-24,1,173.912058156524
2014-04-25,1,160.181773163941
2014-04-26,1,146.904023012396
2014-04-27,1,190.15412282358
2014-04-28,1,154.468850599962
2014-04-29,1,187.537569337813
2014-04-30,1,255.827790010311
2014-05-02,1,269.567432396561
2014-05-03,1,129.282683990731
2014-05-04,1,207.947088928828
2014-05-05,1,167.518317956168
2014-05-06,1,186.610867835154
2014-05-07,1,198.580448557019
2014-05-08,1,183.418584677691
2014-05-09,1,184.294757298171
2014-05-10,1,149.729161664474
2014-05-11,1,192.581343570746
2014-05-12,1,174.530481902856
2014-05-13,1,229.173385816618
2014-05-14,1,90.2114603831509
2014-05-15,1,219.637608881673
2014-05-16,1,218.421260076617
2014-05-17,1,144.937530471451
2014-05-18,1,163.865903810975
2014-05-19,1,183.128284645006
2014-05-20,1,172.056232085622
2014-05-21,1,200.056842789549
2014-05-22,1,225.942950460669
2014-05-23,1,259.66551323431
2014-05-24,1,179.231413594663
2014-05-25,1,158.964894881602
2014-05-26,1,209.413020812997
2014-05-27,1,159.479781353169
2014-05-28,1,199.528923486743
2014-05-29,1,202.985704858524
2014-05-30,1,192.832325962533
2014-05-31,1,129.82968947231
2014-06-01,1,189.205656279461
2014-06-02,1,167.311467340025
2014-06-03,1,158.060392725604
2014-06-04,1,210.075515872118
2014-06-05,1,194.430305201303
2014-06-06,1,215.602258804946
2014-06-07,1,157.756979992872
2014-06-08,1,192.19339695759
2014-06-09,1,175.762753586896
2014-06-10,1,178.812507522052
2014-06-11,1,177.385808751408
2014-06-12,1,199.843581020058
2014-06-13,1,209.159279456759
2014-06-14,1,126.560995254891
2014-06-15,1,205.324837992848
2014-06-16,1,143.330895870083
2014-06-17,1,171.663648278649
2014-06-18,1,217.953212285059
2014-06-19,1,205.223129232208
2014-06-20,1,229.90444117325
2014-06-21,1,159.130011308686
2014-06-22,1,190.635102300943
2014-06-23,1,176.991982799975
2014-06-24,1,209.452866463135
2014-06-25,1,255.269636777451
2014-06-26,1,211.176850194213
2014-06-27,1,201.350138562708
2014-06-28,1,159.944013609224
2014-06-29,1,231.75845551824
2014-06-30,1,216.379056019359
2014-07-01,1,167.570372372818
2014-07-02,1,201.75826514227
2014-07-03,1,181.541848928065
2014-07-04,1,227.260633622461
2014-07-05,1,142.048291616344
2014-07-06,1,201.19398742731
2014-07-07,1,149.246617669969
2014-07-08,1,170.547989198658
2014-07-09,1,205.665944919123
2014-07-10,1,194.226207368404
2014-07-11,1,190.650427829697
2014-07-12,1,162.418988827404
2014-07-13,1,207.693833198372
2014-07-14,1,198.316743504217
2014-07-15,1,166.525612583609
2014-07-16,1,208.927451807461
2014-07-17,1,149.427658038436
2014-07-18,1,181.923824512584
2014-07-19,1,142.054955436663
2014-07-20,1,207.941146951694
2014-07-21,1,207.666288274555
2014-07-22,1,210.898755835559
2014-07-23,1,256.807774169166
2014-07-24,1,278.312552450298
2014-07-25,1,219.655819999161
2014-07-26,1,198.773380302019
2014-07-27,1,204.902969200442
2014-07-28,1,200.975041799142
2014-07-29,1,225.271079470085
2014-07-30,1,214.269781070372
2014-07-31,1,226.644998828436
2014-08-01,1,288.763547357145
2014-08-02,1,175.553658562837
2014-08-03,1,208.208086073415
2014-08-04,1,238.784661203043
2014-08-05,1,211.964205574816
2014-08-06,1,291.840819680996
2014-08-07,1,239.514436815288
2014-08-08,1,319.76905523437
2014-08-09,1,147.841501341714
2014-08-10,1,172.566328452468
2014-08-11,1,212.043011918599
2014-08-12,1,192.824137334148
2014-08-13,1,206.488367125442
2014-08-14,1,216.875012735112
2014-08-15,1,208.047779179799
2014-08-16,1,113.507363311693
2014-08-17,1,187.027333769877
2014-08-18,1,214.848665331691
2014-08-19,1,190.032430052498
2014-08-20,1,216.955105657259
2014-08-21,1,186.180712208834
2014-08-22,1,261.829906183113
2014-08-23,1,153.714493086695
2014-08-24,1,212.175275849912
2014-08-25,1,182.082824404505
2014-08-26,1,166.428310806949
2014-08-27,1,214.310586998345
2014-08-28,1,195.054082529312
2014-08-29,1,183.206351815489
2014-08-30,1,170.922394256047
2014-08-31,1,214.871846425053
2014-09-01,1,160.843156667142
2014-09-02,1,162.826638841277
2014-09-03,1,205.958481192085
2014-09-04,1,192.310394013087
2014-09-05,1,225.157199421962
2014-09-06,1,142.13704587322
2014-09-07,1,211.824019817969
2014-09-08,1,165.928233467007
2014-09-09,1,153.725832357018
2014-09-10,1,204.952035387653
2014-09-11,1,190.434513611503
2014-09-12,1,223.895174654644
2014-09-13,1,176.698871760777
2014-09-14,1,207.9142718914
2014-09-15,1,212.93099947309
2014-09-16,1,200.530906712132
2014-09-17,1,189.519706866455
2014-09-18,1,193.601230600885
2014-09-19,1,202.673054052082
2014-09-20,1,149.06643882269
2014-09-21,1,165.842848699932
2014-09-22,1,172.538823133048
2014-09-23,1,208.688900188154
2014-09-24,1,195.655646211191
2014-09-25,1,200.158168619904
2014-09-26,1,215.656474346481
2014-09-27,1,147.585846225698
2014-09-28,1,181.646201957779
2014-09-29,1,189.331398567006
2014-09-30,1,175.378262292852
2014-10-01,1,179.96105382556
2014-10-02,1,208.124802121473
2014-10-03,1,117.69715483717
2014-10-04,1,120.777080496182
2014-10-05,1,213.160615786166
2014-10-06,1,238.137940768179
2014-10-07,1,226.337745285486
2014-10-08,1,174.643461240564
2014-10-09,1,225.230386475765
2014-10-10,1,208.175643025769
2014-10-11,1,130.823734478472
2014-10-12,1,246.157115908686
2014-10-13,1,217.182229975528
2014-10-14,1,151.05333838104
2014-10-15,1,235.62074515882
2014-10-16,1,224.4819232855
2014-10-17,1,218.786874094522
2014-10-18,1,100.026812553731
2014-10-19,1,189.980978609943
2014-10-20,1,169.468638925775
2014-10-21,1,179.06371207323
2014-10-22,1,205.458542928259
2014-10-23,1,229.976586082668
2014-10-24,1,248.710227772649
2014-10-25,1,132.958032442025
2014-10-26,1,187.343487495752
2014-10-27,1,165.043608568256
2014-10-28,1,164.211381912196
2014-10-29,1,205.400261094182
2014-10-30,1,174.174930374294
2014-10-31,1,204.317022515825
2014-11-01,1,138.498239372091
2014-11-02,1,197.506790404154
2014-11-03,1,154.610742093855
2014-11-04,1,155.429790468907
2014-11-05,1,188.470120647643
2014-11-06,1,121.282788578109
2014-11-07,1,202.26830302843
2014-11-08,1,119.366417199242
2014-11-09,1,205.388060893974
2014-11-10,1,144.035483646919
2014-11-11,1,164.397982547178
2014-11-12,1,169.418224539228
2014-11-13,1,216.245574949919
2014-11-14,1,208.005902109633
2014-11-15,1,115.510473848948
2014-11-16,1,164.591415968718
2014-11-17,1,196.531611708875
2014-11-18,1,190.112610967304
2014-11-19,1,185.238426789435
2014-11-20,1,151.677768288833
2014-11-21,1,175.82827956324
2014-11-22,1,112.247910584611
2014-11-23,1,215.686731212085
2014-11-24,1,151.590066898764
2014-11-25,1,162.738480387827
2014-11-26,1,162.487210019586
2014-11-27,1,181.527990857651
2014-11-28,1,151.365924248452
2014-11-29,1,97.3042303658716
2014-11-30,1,188.848611419981
2014-12-01,1,154.681900892797
2014-12-02,1,164.017041442847
2014-12-03,1,163.907198926803
